  1                                                                             
  .17699  .17309  .16739  .16599  .15978  .16553  .16473  -.00001  -.00001  -.00001
  .17348  .17049  .16749  .16599  .16499  .16689  -.00001  -.00001  -.00001  -.00001
  .17188  .16998  .16828  .16739  .16798  .17019  -.00001  -.00001  -.00001  -.00001
  .17098  .16998  .16959  .17068  .17198  .17419  -.00001  -.00001  -.00001  -.00001
 11                                                                             
 1.05772 1.15313 1.21991 1.26276 1.27956 1.28885 1.30500 1.29466 1.27060  .00000
 1.07157 1.17065 1.24051 1.27782 1.30482 1.32664 1.36024 1.37597 1.38517  .00000
 1.09070 1.17610 1.23281 1.28699 1.31153 1.34785 1.38969 1.43938 1.47779  .00000
 1.11960 1.18292 1.22173 1.26241 1.30115 1.34868 1.40735 1.45180 1.50281  .00000
 1.07512 1.10706 1.12998 1.16349 1.20801 1.24981 1.29656 1.34498  .00000  .00000
  .99838 1.00213 1.01229 1.03095 1.05748 1.10540 1.14055  .00000  .00000  .00000
  .90794  .90549  .89055  .91149  .93674  .99884 1.05301  .00000  .00000  .00000
  .87106  .86639  .87127  .88195  .89633  .93288  .00000  .00000  .00000  .00000
  .83565  .84337  .85267  .86623  .88686  .91556  .00000  .00000  .00000  .00000
  .81447  .83217  .84642  .86448  .87867  .91055  .00000  .00000  .00000  .00000
  .35350  .35550  .35051  .34150  .33251  .32151  .31150  .30551  .30101  -.00001
  .31091  .29901  .29551  .29351  .28751  .27951  .27150  .26801  .26751  -.00001
  .28381  .27979  .27700  .27451  .27001  .26851  .26490  .26251  .26201  -.00001
  .27211  .27091  .26625  .26690  .26751  .26531  .26320  .26051  .26001  -.00001
  .27171  .26880  .26600  .26271  .26386  .26300  .26151  .26151  -.00001  -.00001
  .27316  .26991  .26770  .26621  .26566  .26451  .26210  -.00001  -.00001  -.00001
  .27751  .27361  .26791  .26651  .26030  .26605  .26526  -.00001  -.00001  -.00001
  .27401  .27101  .26801  .26651  .26551  .26741  -.00001  -.00001  -.00001  -.00001
  .27240  .27050  .26880  .26791  .26851  .27071  -.00001  -.00001  -.00001  -.00001
  .27150  .27050  .27011  .27121  .27250  .27471  -.00001  -.00001  -.00001  -.00001
 12                                                                             
 1.10986 1.19482 1.25977 1.30469 1.31982 1.32959 1.33984 1.31982 1.29980  .00000
 1.13965 1.22998 1.29980 1.33984 1.35986 1.38477 1.41553 1.42969 1.44482  .00000
 1.16162 1.23877 1.28955 1.33984 1.35986 1.39697 1.43359 1.47998 1.51953  .00000
 1.22559 1.28467 1.31982 1.35498 1.39355 1.44580 1.50195 1.55469 1.60986  .00000
 1.21582 1.24463 1.26367 1.28955 1.32959 1.36963 1.41455 1.46777  .00000  .00000
 1.14990 1.15479 1.15967 1.16455 1.17969 1.21973 1.24365  .00000  .00000  .00000
 1.03955 1.03955 1.01758 1.03955 1.04980 1.08984 1.13965  .00000  .00000  .00000
  .97998  .97363  .97363  .97998  .98389 1.00977  .00000  .00000  .00000  .00000
  .92285  .92969  .93994  .94971  .96484  .98486  .00000  .00000  .00000  .00000
  .88965  .90967  .92773  .93994  .94971  .97461  .00000  .00000  .00000  .00000
  .43497  .43697  .43198  .42297  .41398  .40298  .39297  .38698  .38248  -.00001
  .39238  .38048  .37698  .37498  .36898  .36098  .35297  .34948  .34898  -.00001
  .36528  .36126  .35847  .35598  .35148  .34998  .34637  .34398  .34348  -.00001
  .35358  .35238  .34772  .34837  .34898  .34678  .34467  .34198  .34148  -.00001
  .35318  .35027  .34747  .34418  .34533  .34447  .34298  .34298  -.00001  -.00001
  .35463  .35138  .34917  .34768  .34713  .34598  .34357  -.00001  -.00001  -.00001
  .35898  .35508  .34938  .34798  .34177  .34752  .34673  -.00001  -.00001  -.00001
  .35548  .35248  .34948  .34798  .34698  .34888  -.00001  -.00001  -.00001  -.00001
  .35387  .35197  .35027  .34938  .34998  .35218  -.00001  -.00001  -.00001  -.00001
  .35297  .35197  .35158  .35268  .35397  .35618  -.00001  -.00001  -.00001  -.00001
 13                                                                             
 1.12863 1.21445 1.27616 1.32462 1.33673 1.34644 1.35547 1.34018 1.31997  .00000
 1.16135 1.24545 1.31601 1.35553 1.37631 1.40234 1.43686 1.45389 1.46728  .00000
 1.18289 1.25571 1.30529 1.35492 1.37863 1.41595 1.45187 1.49548 1.53940  .00000
 1.29355 1.33822 1.36486 1.39786 1.43792 1.49130 1.54431 1.60266 1.66882  .00000
 1.29858 1.32156 1.34024 1.36157 1.40100 1.44708 1.49810 1.54656  .00000  .00000
 1.25723 1.26730 1.27203 1.27539 1.28961 1.32230 1.35287  .00000  .00000  .00000
 1.16064 1.16168 1.15405 1.16400 1.16678 1.18332 1.22580  .00000  .00000  .00000
 1.06826 1.06512 1.06393 1.06652 1.06683 1.08585  .00000  .00000  .00000  .00000
  .97656  .98465  .99738 1.00650 1.02120 1.03473  .00000  .00000  .00000  .00000
  .92191  .94217  .96170  .97479  .98611 1.00735  .00000  .00000  .00000  .00000
  .49016  .49216  .48717  .47816  .46917  .45816  .44816  .44217  .43767  -.00001
  .44757  .43567  .43217  .43017  .42417  .41617  .40816  .40467  .40417  -.00001
  .42047  .41645  .41366  .41117  .40667  .40517  .40156  .39917  .39867  -.00001
  .40877  .40757  .40291  .40356  .40417  .40197  .39986  .39717  .39667  -.00001
  .40837  .40546  .40266  .39937  .40052  .39966  .39817  .39817  -.00001  -.00001
  .40982  .40657  .40436  .40287  .40232  .40117  .39876  -.00001  -.00001  -.00001
  .41417  .41027  .40457  .40317  .39696  .40271  .40192  -.00001  -.00001  -.00001
  .41067  .40767  .40467  .40317  .40217  .40407  -.00001  -.00001  -.00001  -.00001
  .40906  .40716  .40546  .40457  .40517  .40737  -.00001  -.00001  -.00001  -.00001
  .40816  .40716  .40677  .40787  .40916  .41137  -.00001  -.00001  -.00001  -.00001
 14                                                                             
 1.12988 1.21973 1.27979 1.32959 1.33984 1.34961 1.35986 1.35156 1.32959  .00000
 1.15967 1.23975 1.30957 1.34961 1.37354 1.39990 1.43994 1.45996 1.46973  .00000
 1.17969 1.25000 1.29980 1.34961 1.37988 1.41699 1.45361 1.49658 1.54199  .00000
 1.32959 1.35986 1.37988 1.41260 1.45361 1.50684 1.55762 1.61963 1.69580  .00000
 1.34180 1.35986 1.37988 1.39990 1.43994 1.49268 1.54980 1.59277  .00000  .00000
 1.32373 1.33984 1.34766 1.35498 1.37256 1.39990 1.43994  .00000  .00000  .00000
 1.25000 1.25293 1.26270 1.25977 1.25977 1.25977 1.29395  .00000  .00000  .00000
 1.12988 1.12988 1.12988 1.12988 1.12988 1.14453  .00000  .00000  .00000  .00000
 1.00488 1.01465 1.02979 1.03955 1.05566 1.06494  .00000  .00000  .00000  .00000
  .92969  .94971  .96973  .98486 1.00000 1.01953  .00000  .00000  .00000  .00000
  .53298  .53498  .52998  .52098  .51199  .50098  .49098  .48499  .48048  -.00001
  .49039  .47849  .47498  .47298  .46699  .45898  .45098  .44749  .44698  -.00001
  .46329  .45927  .45648  .45399  .44949  .44798  .44438  .44199  .44148  -.00001
  .45158  .45039  .44573  .44638  .44698  .44479  .44268  .43999  .43948  -.00001
  .45119  .44828  .44548  .44218  .44334  .44248  .44099  .44099  -.00001  -.00001
  .45264  .44939  .44718  .44569  .44514  .44398  .44158  -.00001  -.00001  -.00001
  .45699  .45309  .44739  .44598  .43978  .44553  .44473  -.00001  -.00001  -.00001
  .45348  .45049  .44749  .44598  .44498  .44688  -.00001  -.00001  -.00001  -.00001
  .45188  .44998  .44828  .44739  .44798  .45019  -.00001  -.00001  -.00001  -.00001
  .45098  .44998  .44958  .45068  .45198  .45419  -.00001  -.00001  -.00001  -.00001
 15                                                                             
 1.12787 1.21890 1.28220 1.32541 1.33783 1.34787 1.36087 1.35019 1.32632  .00000
 1.15442 1.23459 1.29910 1.34497 1.36945 1.39484 1.43820 1.45648 1.46515  .00000
 1.17572 1.24454 1.29288 1.34137 1.37576 1.41299 1.44943 1.49524 1.53134  .00000
 1.33496 1.36148 1.38528 1.41764 1.45681 1.51077 1.56308 1.62494 1.70013  .00000
 1.35641 1.37286 1.39483 1.41745 1.45749 1.50916 1.56375 1.61026  .00000  .00000
 1.34124 1.35992 1.37320 1.38516 1.40531 1.43118 1.46881  .00000  .00000  .00000
 1.27771 1.28632 1.29736 1.29224 1.29275 1.29590 1.32227  .00000  .00000  .00000
 1.15344 1.15005 1.15280 1.15265 1.15265 1.16443  .00000  .00000  .00000  .00000
 1.01065 1.02091 1.03629 1.04620 1.06170 1.07059  .00000  .00000  .00000  .00000
  .92889  .94858  .96997  .98196  .99988 1.01901  .00000  .00000  .00000  .00000
  .57399  .57599  .57098  .56198  .55299  .54198  .53199  .52599  .52149  -.00001
  .53142  .51949  .51598  .51398  .50800  .49998  .49199  .48849  .48799  -.00001
  .50432  .50029  .49749  .49499  .49049  .48898  .48541  .48299  .48249  -.00001
  .49256  .49142  .48672  .48741  .48799  .48578  .48367  .48099  .48049  -.00001
  .49220  .48930  .48648  .48320  .48436  .48349  .48199  .48199  -.00001  -.00001
  .49362  .49042  .48820  .48667  .48615  .48498  .48256  -.00001  -.00001  -.00001
  .49799  .49410  .48842  .48699  .48077  .48653  .48572  -.00001  -.00001  -.00001
  .49448  .49149  .48849  .48699  .48598  .48788  -.00001  -.00001  -.00001  -.00001
  .49291  .49098  .48930  .48842  .48898  .49121  -.00001  -.00001  -.00001  -.00001
  .49199  .49098  .49056  .49167  .49299  .49520  -.00001  -.00001  -.00001  -.00001
 16                                                                             
 1.11963 1.20996 1.27783 1.31494 1.32959 1.33984 1.35498 1.33984 1.31494  .00000
 1.14258 1.22461 1.28369 1.33496 1.35986 1.38477 1.42969 1.44482 1.45459  .00000
 1.16553 1.23291 1.27979 1.32666 1.36475 1.40088 1.43799 1.48779 1.51367  .00000
 1.31982 1.34961 1.37988 1.41260 1.44775 1.50293 1.55762 1.61963 1.68994  .00000
 1.35156 1.36963 1.39355 1.41992 1.45996 1.50977 1.55957 1.60986  .00000  .00000
 1.33398 1.35498 1.37354 1.38965 1.41260 1.43994 1.47168  .00000  .00000  .00000
 1.27588 1.28955 1.29785 1.29590 1.29785 1.30957 1.32959  .00000  .00000  .00000
 1.15674 1.14990 1.15479 1.15479 1.15479 1.16553  .00000  .00000  .00000  .00000
 1.00488 1.01465 1.02979 1.03955 1.05566 1.06494  .00000  .00000  .00000  .00000
  .91992  .93994  .95996  .96973  .98975 1.00977  .00000  .00000  .00000  .00000
  .61599  .61799  .61299  .60399  .59499  .58399  .57399  .56799  .56349  -.00001
  .57339  .56149  .55799  .55599  .55000  .54199  .53399  .53049  .52999  -.00001
